hour,temperature,precipitation,windspeed,humidity,visibility,ozone,pm10,pm2.5,count
11,9.3,no,2.3,60.0,1966.0,0.013999999999999999,32.0,30.0,98
23,16.6,no,0.4,,2000.0,0.004,60.0,32.0,105
10,15.8,no,5.0,55.0,1903.0,0.042,48.0,15.0,84
0,13.6,no,1.5,,1154.0,0.055,76.0,66.0,47
22,18.5,no,2.9,48.0,2000.0,0.028999999999999998,26.0,18.0,206
14,23.2,no,6.0,42.0,1809.0,0.06,44.0,24.0,107
4,,no,1.4,79.0,815.0,0.027000000000000003,47.0,22.0,9
22,12.3,no,3.3,57.0,1580.0,0.05,53.0,22.0,118
7,10.0,no,0.5,51.0,1948.0,0.027999999999999997,84.0,25.0,72
12,17.3,no,7.7,,1999.0,0.051,60.0,12.0,21
23,18.0,no,1.4,,1051.0,0.031,166.0,36.0,131
7,9.6,no,0.9,73.0,827.0,0.021,59.0,30.0,16
21,,no,3.1,35.0,2000.0,0.053,38.0,26.0,198
12,21.9,no,2.6,41.0,1618.0,0.04,46.0,25.0,113
21,10.5,no,2.6,,2000.0,0.038,58.0,15.0,122
4,,no,0.4,78.0,1196.0,0.035,22.0,18.0,2
16,13.2,yes,3.3,87.0,1342.0,0.044000000000000004,24.0,17.0,52
20,,yes,1.5,,576.0,0.027000000000000003,76.0,33.0,49
11,,no,2.3,30.0,1064.0,0.032,43.0,20.0,88
20,16.4,no,4.2,33.0,2000.0,0.052000000000000005,53.0,24.0,155
9,15.1,no,2.2,71.0,791.0,0.016,53.0,24.0,104
14,24.6,no,2.6,32.0,1867.0,0.052000000000000005,47.0,27.0,101
23,19.2,no,1.9,46.0,1877.0,0.006,64.0,38.0,101
17,16.3,yes,5.9,,492.0,0.059000000000000004,38.0,22.0,92
22,18.8,no,3.0,32.0,2000.0,0.044000000000000004,28.0,17.0,224
11,17.8,no,0.9,39.0,1628.0,0.006,77.0,40.0,10
18,,no,3.7,23.0,1245.0,0.069,77.0,63.0,216
0,10.5,no,3.4,59.0,1990.0,0.044000000000000004,46.0,23.0,58
4,7.5,no,0.4,,1636.0,0.032,56.0,21.0,6
19,,no,2.2,12.0,2000.0,0.052000000000000005,17.0,10.0,214
0,14.5,no,2.2,67.0,1661.0,0.033,47.0,18.0,62
3,17.4,no,1.0,52.0,2000.0,0.028999999999999998,38.0,27.0,31
14,,no,5.5,57.0,1105.0,0.054000000000000006,44.0,24.0,41
2,11.4,no,1.6,83.0,610.0,0.048,57.0,32.0,37
14,26.4,no,3.5,32.0,1911.0,0.067,29.0,18.0,229
22,16.2,no,3.5,29.0,2000.0,0.044000000000000004,46.0,14.0,117
13,18.3,no,4.4,,1996.0,0.053,14.0,15.0,184
3,10.5,no,2.4,,990.0,0.042,46.0,25.0,26
14,16.5,no,3.8,20.0,2000.0,0.037000000000000005,52.0,25.0,113
7,8.9,no,0.2,75.0,642.0,0.033,66.0,36.0,19
6,,no,1.7,75.0,1105.0,0.035,78.0,20.0,14
2,,no,2.4,72.0,990.0,0.042,52.0,25.0,30
11,14.7,no,3.6,76.0,447.0,0.017,84.0,70.0,86
18,,no,3.4,33.0,2000.0,0.06,40.0,21.0,369
14,26.8,no,2.7,30.0,1835.0,0.078,40.0,24.0,180
14,20.4,no,2.0,25.0,755.0,0.063,91.0,81.0,105
7,13.7,no,2.5,,772.0,0.023,47.0,26.0,78
4,16.6,no,2.8,48.0,1070.0,0.013000000000000001,151.0,39.0,16
9,15.6,no,0.8,58.0,963.0,0.01,51.0,30.0,140
18,20.9,no,4.2,51.0,686.0,0.031,59.0,50.0,275
16,26.2,no,3.9,33.0,2000.0,0.063,36.0,23.0,254
8,,no,0.6,,1600.0,0.022000000000000002,37.0,28.0,51
2,15.1,no,0.6,47.0,2000.0,0.006,38.0,24.0,41
5,15.0,yes,1.2,88.0,203.0,0.026000000000000002,35.0,24.0,3
5,10.2,no,0.7,75.0,726.0,0.03,68.0,31.0,12
8,14.7,no,1.6,70.0,1577.0,0.026000000000000002,28.0,16.0,56
15,21.3,no,1.3,36.0,1368.0,0.040999999999999995,30.0,27.0,146
20,27.7,no,2.9,9.0,2000.0,0.049,20.0,11.0,271
14,,no,5.0,34.0,1602.0,0.06,60.0,35.0,112
6,7.9,no,0.3,75.0,1472.0,0.036000000000000004,43.0,17.0,21
17,,no,2.2,11.0,2000.0,0.052000000000000005,19.0,14.0,214
10,17.3,no,1.0,41.0,1757.0,0.006999999999999999,70.0,40.0,13
14,24.4,no,3.4,31.0,1972.0,0.061,36.0,22.0,217
20,23.2,no,2.5,55.0,692.0,0.059000000000000004,84.0,48.0,199
10,15.4,no,2.7,62.0,1362.0,0.039,99.0,21.0,42
10,11.1,no,3.9,,1963.0,0.027000000000000003,55.0,12.0,77
6,,no,2.2,77.0,848.0,0.03,46.0,25.0,43
23,,no,1.6,45.0,908.0,0.036000000000000004,80.0,73.0,62
2,,no,0.5,48.0,1992.0,0.043,73.0,26.0,29
8,10.1,no,1.6,54.0,1967.0,0.031,81.0,22.0,159
10,19.1,no,2.0,54.0,1873.0,0.032,29.0,18.0,101
6,16.0,no,1.3,56.0,1675.0,0.005,65.0,50.0,37
6,8.7,no,0.7,85.0,490.0,0.006,76.0,36.0,13
5,15.5,no,0.7,86.0,371.0,0.047,61.0,37.0,15
4,,no,1.7,72.0,1983.0,0.006999999999999999,34.0,23.0,15
12,,no,1.9,44.0,1579.0,0.034,48.0,21.0,105
12,20.7,no,2.7,,625.0,0.053,68.0,39.0,93
20,,no,3.8,47.0,2000.0,0.052000000000000005,47.0,16.0,155
9,9.8,no,3.3,58.0,1263.0,0.01,107.0,21.0,124
4,15.6,no,2.1,65.0,636.0,0.081,83.0,48.0,27
3,18.1,no,1.5,64.0,2000.0,0.013000000000000001,31.0,22.0,15
4,12.9,no,2.4,44.0,2000.0,0.039,17.0,10.0,19
19,23.3,no,3.5,40.0,1942.0,0.040999999999999995,55.0,29.0,227
12,19.7,no,2.4,,732.0,0.022000000000000002,75.0,38.0,121
23,11.7,no,1.9,67.0,1111.0,0.024,75.0,32.0,96
19,10.6,no,0.8,84.0,1091.0,0.033,23.0,22.0,114
3,17.8,no,0.8,91.0,330.0,0.005,31.0,23.0,29
8,15.0,no,1.1,50.0,1465.0,0.006,54.0,29.0,46
19,27.2,no,4.1,44.0,2000.0,0.067,47.0,32.0,331
15,26.3,no,4.3,39.0,1925.0,0.062,37.0,23.0,272
0,,no,3.8,46.0,2000.0,0.042,26.0,20.0,48
22,14.0,no,2.9,43.0,1887.0,0.043,83.0,20.0,91
22,13.6,no,3.1,84.0,1038.0,0.033,42.0,21.0,112
13,26.3,no,2.0,42.0,1502.0,0.037000000000000005,53.0,33.0,114
21,10.8,no,3.3,77.0,1377.0,0.028999999999999998,47.0,29.0,144
22,,no,1.0,37.0,970.0,0.032,169.0,38.0,172
11,16.8,no,1.3,61.0,682.0,0.042,69.0,40.0,109
11,17.2,no,2.9,74.0,1307.0,0.028999999999999998,39.0,25.0,81
6,11.4,no,2.4,84.0,815.0,0.04,58.0,21.0,10
14,14.6,no,6.7,14.0,2000.0,0.048,59.0,11.0,93
11,22.2,no,2.2,38.0,676.0,0.04,106.0,52.0,85
19,17.7,no,4.1,25.0,1301.0,0.07,67.0,58.0,143
8,,no,2.2,71.0,1632.0,0.025,48.0,19.0,41
23,13.3,no,1.8,,1650.0,0.043,67.0,34.0,100
6,7.1,no,1.0,,2000.0,0.028999999999999998,55.0,13.0,22
12,25.0,no,1.8,27.0,2000.0,0.049,25.0,14.0,153
3,,yes,0.0,90.0,284.0,0.01,68.0,57.0,5
22,21.3,no,1.2,71.0,471.0,0.048,82.0,47.0,186
11,18.3,no,0.8,,941.0,0.018000000000000002,56.0,24.0,88
2,12.3,no,4.0,85.0,658.0,0.04,52.0,20.0,35
0,12.8,no,1.3,85.0,830.0,0.035,41.0,21.0,87
21,17.9,yes,0.2,91.0,553.0,0.021,33.0,27.0,86
19,16.0,no,3.7,28.0,2000.0,0.038,43.0,18.0,190
8,15.3,no,1.5,68.0,272.0,0.026000000000000002,142.0,89.0,163
9,8.8,no,1.8,44.0,833.0,0.005,86.0,69.0,88
6,12.6,no,0.4,78.0,1192.0,0.004,32.0,20.0,28
16,22.3,no,2.0,20.0,2000.0,0.055,33.0,19.0,264
22,14.3,no,1.7,35.0,921.0,0.047,83.0,72.0,104
16,30.0,no,3.2,16.0,1183.0,0.1,70.0,38.0,304
11,12.5,no,3.6,42.0,1104.0,0.006,79.0,62.0,23
15,23.9,no,3.4,40.0,1259.0,0.067,66.0,43.0,302
13,,no,3.4,67.0,1467.0,0.038,42.0,28.0,70
11,24.0,no,1.7,34.0,1319.0,0.019,72.0,42.0,114
12,,no,1.7,30.0,1665.0,0.027999999999999997,60.0,36.0,117
22,20.3,no,0.9,49.0,730.0,0.07200000000000001,104.0,59.0,226
12,19.5,no,1.5,,1684.0,0.03,40.0,17.0,124
3,8.6,no,2.0,68.0,1891.0,0.026000000000000002,85.0,15.0,19
13,19.5,no,3.7,12.0,2000.0,0.046,21.0,14.0,111
12,,no,4.6,14.0,1910.0,0.040999999999999995,58.0,11.0,96
19,,no,4.7,37.0,1676.0,0.06,65.0,37.0,202
21,14.8,no,3.7,44.0,2000.0,0.042,23.0,16.0,120
22,20.3,no,3.4,44.0,1888.0,0.049,50.0,36.0,182
16,,no,4.8,15.0,1948.0,0.051,37.0,14.0,151
2,15.8,no,1.4,39.0,2000.0,0.028999999999999998,21.0,16.0,51
18,22.6,no,5.4,18.0,2000.0,0.066,39.0,21.0,252
3,13.7,no,2.0,80.0,1034.0,0.026000000000000002,35.0,18.0,12
17,25.7,no,5.6,41.0,1949.0,0.065,44.0,26.0,309
20,10.2,no,2.3,47.0,2000.0,0.047,41.0,29.0,61
5,10.9,no,2.5,44.0,1757.0,0.03,91.0,24.0,19
2,14.3,no,0.4,70.0,1014.0,0.038,58.0,39.0,42
23,16.8,no,2.2,45.0,2000.0,0.03,31.0,17.0,123
12,,no,3.4,48.0,1663.0,0.026000000000000002,33.0,22.0,151
14,17.5,no,3.5,30.0,807.0,0.059000000000000004,94.0,85.0,76
16,,no,5.6,23.0,1948.0,0.062,92.0,19.0,151
15,,no,2.9,31.0,1247.0,0.054000000000000006,44.0,29.0,126
15,,no,2.6,30.0,990.0,0.067,86.0,46.0,132
8,19.5,no,2.0,64.0,901.0,0.04,53.0,39.0,241
12,18.9,no,2.0,30.0,1600.0,0.054000000000000006,58.0,29.0,148
23,11.8,no,2.6,78.0,916.0,0.040999999999999995,58.0,32.0,79
17,,no,4.2,55.0,2000.0,0.042,32.0,11.0,161
17,19.8,no,2.9,68.0,636.0,0.05,63.0,39.0,138
8,,no,2.5,17.0,2000.0,0.018000000000000002,41.0,13.0,197
20,10.4,no,1.7,84.0,1337.0,0.018000000000000002,27.0,27.0,86
9,13.4,no,2.6,21.0,986.0,0.027000000000000003,212.0,20.0,59
9,19.2,no,1.6,,789.0,0.027000000000000003,50.0,29.0,115
9,11.2,no,0.8,67.0,660.0,0.009000000000000001,75.0,38.0,70
9,13.4,no,3.2,29.0,2000.0,0.033,42.0,23.0,115
21,18.0,no,2.7,51.0,1967.0,0.055999999999999994,54.0,33.0,178
18,,no,6.5,36.0,1353.0,0.054000000000000006,122.0,19.0,101
15,29.1,no,3.9,20.0,1950.0,0.069,50.0,30.0,106
5,12.5,no,2.0,43.0,2000.0,0.04,17.0,9.0,23
7,15.5,no,1.1,66.0,1211.0,0.022000000000000002,55.0,36.0,32
8,15.5,no,1.0,83.0,335.0,0.035,51.0,32.0,61
2,14.6,no,1.4,37.0,1997.0,0.004,48.0,36.0,24
23,,no,3.0,29.0,2000.0,0.045,59.0,26.0,163
12,,no,2.1,,2000.0,0.036000000000000004,23.0,12.0,135
14,19.1,no,2.2,67.0,1181.0,0.042,36.0,25.0,82
14,14.1,yes,3.2,50.0,1645.0,0.045,46.0,39.0,2
17,21.8,no,4.0,23.0,1999.0,0.055,35.0,20.0,250
14,,no,4.2,38.0,2000.0,0.053,18.0,14.0,224
15,,no,3.7,34.0,1923.0,0.076,44.0,29.0,237
11,,no,4.2,16.0,1228.0,0.031,197.0,22.0,67
18,,no,2.8,26.0,2000.0,0.057,20.0,14.0,342
19,21.6,no,3.4,36.0,2000.0,0.038,33.0,14.0,315
4,10.6,no,1.8,80.0,512.0,0.019,53.0,45.0,8
22,10.1,no,3.1,,2000.0,0.036000000000000004,58.0,14.0,112
14,22.1,no,6.0,22.0,1732.0,0.053,66.0,33.0,243
21,12.9,no,3.4,48.0,2000.0,0.042,45.0,23.0,132
10,21.1,no,1.4,40.0,1855.0,0.03,45.0,27.0,81
23,17.7,no,1.1,92.0,418.0,0.009000000000000001,34.0,27.0,42
6,13.1,no,0.7,84.0,236.0,0.040999999999999995,112.0,66.0,19
8,18.2,no,0.8,63.0,1987.0,0.005,36.0,25.0,215
19,,no,5.2,24.0,2000.0,0.067,36.0,21.0,226
19,18.8,no,4.3,28.0,2000.0,0.051,40.0,19.0,211
10,21.6,no,1.4,40.0,1739.0,0.026000000000000002,45.0,28.0,95
3,,no,3.0,40.0,1436.0,0.066,71.0,44.0,13
6,,no,1.1,48.0,1897.0,0.008,47.0,35.0,23
6,8.5,no,1.5,55.0,2000.0,0.036000000000000004,31.0,18.0,29
7,12.8,no,1.4,84.0,235.0,0.031,114.0,67.0,39
19,22.2,no,4.2,,2000.0,0.046,38.0,12.0,241
17,19.1,no,4.3,31.0,1746.0,0.047,59.0,26.0,129
17,27.4,no,2.8,21.0,2000.0,0.057999999999999996,24.0,12.0,317
20,14.0,no,4.3,44.0,2000.0,0.043,48.0,19.0,150
7,10.1,no,1.1,42.0,1913.0,0.05,59.0,36.0,82
2,12.1,yes,3.3,98.0,328.0,0.034,9.0,8.0,8
10,10.2,no,2.6,84.0,261.0,0.013000000000000001,72.0,62.0,55
3,12.9,no,2.4,66.0,2000.0,0.036000000000000004,39.0,17.0,14
10,16.0,no,2.8,84.0,976.0,0.027999999999999997,46.0,31.0,95
11,,no,4.1,26.0,1923.0,0.034,40.0,16.0,101
11,17.5,no,3.1,56.0,1237.0,0.043,106.0,19.0,91
11,22.7,no,2.9,38.0,1967.0,0.043,26.0,20.0,111
13,,no,1.7,48.0,1813.0,0.035,40.0,18.0,107
23,19.5,no,1.8,61.0,1994.0,0.034,36.0,27.0,145
6,15.4,no,1.7,57.0,1234.0,0.031,119.0,27.0,11
7,11.1,no,1.3,,967.0,0.034,54.0,19.0,21
10,,no,1.9,53.0,632.0,0.017,82.0,42.0,106
6,16.1,no,2.1,73.0,694.0,0.028999999999999998,41.0,28.0,37
15,19.7,no,3.4,,1053.0,0.044000000000000004,48.0,29.0,113
17,,no,3.9,25.0,769.0,0.11199999999999999,69.0,38.0,324
18,19.8,no,5.3,21.0,2000.0,0.07200000000000001,38.0,22.0,266
12,19.7,no,3.5,45.0,1307.0,0.053,124.0,21.0,80
3,,no,2.2,71.0,496.0,0.034,66.0,41.0,23
0,18.4,no,2.3,44.0,2000.0,0.037000000000000005,26.0,21.0,128
0,14.4,no,3.0,75.0,1629.0,0.022000000000000002,32.0,20.0,67
3,,no,2.0,38.0,802.0,0.016,94.0,82.0,15
16,19.4,no,5.9,21.0,2000.0,0.052000000000000005,52.0,14.0,122
23,21.9,no,2.0,49.0,2000.0,0.008,34.0,23.0,150
22,23.4,no,2.6,,2000.0,0.015,26.0,16.0,214
19,,no,4.2,34.0,2000.0,0.051,36.0,16.0,278
0,,no,0.6,45.0,1345.0,0.055,62.0,36.0,121
18,21.7,no,3.4,60.0,1920.0,0.025,37.0,21.0,24
16,24.4,no,3.3,52.0,549.0,0.078,81.0,45.0,127
18,26.7,no,4.2,32.0,913.0,0.095,86.0,47.0,286
4,14.0,no,1.6,43.0,1999.0,0.006999999999999999,55.0,40.0,6
11,17.4,no,2.7,46.0,876.0,0.019,76.0,35.0,111
0,17.7,no,1.1,36.0,1111.0,0.027000000000000003,155.0,35.0,78
11,19.6,no,2.9,50.0,602.0,0.061,193.0,54.0,66
18,23.1,no,2.6,31.0,2000.0,0.039,29.0,15.0,402
4,8.7,no,1.0,,1802.0,0.044000000000000004,46.0,18.0,8
22,13.3,no,3.6,66.0,619.0,0.064,90.0,62.0,114
2,18.3,no,0.9,64.0,1978.0,0.013999999999999999,31.0,22.0,42
3,15.8,no,3.1,60.0,722.0,0.08199999999999999,83.0,52.0,31
18,,no,4.4,29.0,2000.0,0.059000000000000004,29.0,15.0,317
3,18.1,no,0.8,77.0,272.0,0.008,112.0,69.0,26
0,18.8,no,2.9,31.0,2000.0,0.061,53.0,22.0,69
20,23.2,no,4.7,38.0,2000.0,0.043,41.0,29.0,278
15,15.0,no,5.0,29.0,1418.0,0.06,56.0,49.0,284
19,17.8,no,3.2,60.0,2000.0,0.038,26.0,15.0,232
16,,no,3.4,50.0,737.0,0.049,55.0,45.0,250
14,,no,3.4,44.0,819.0,0.08199999999999999,78.0,52.0,97
3,10.6,no,1.5,58.0,1548.0,0.038,62.0,33.0,23
16,,no,2.3,38.0,1992.0,0.05,41.0,21.0,142
14,,no,3.7,53.0,1973.0,0.036000000000000004,61.0,32.0,108
0,15.5,no,0.9,30.0,2000.0,0.004,51.0,32.0,76
13,,no,3.2,35.0,1631.0,0.047,50.0,32.0,91
16,18.2,no,2.7,30.0,1932.0,0.051,56.0,15.0,129
23,,no,1.3,46.0,2000.0,0.044000000000000004,40.0,27.0,153
18,,no,1.3,35.0,1954.0,0.061,52.0,34.0,247
15,,no,3.4,58.0,1818.0,0.036000000000000004,32.0,22.0,110
2,,no,1.4,22.0,1998.0,0.038,64.0,19.0,24
0,12.2,no,1.2,50.0,1707.0,0.033,58.0,29.0,62
21,13.5,no,3.6,71.0,2000.0,0.039,33.0,27.0,141
22,,no,2.1,23.0,2000.0,0.011000000000000001,37.0,24.0,173
6,,no,0.4,83.0,1109.0,0.024,54.0,20.0,22
0,,no,1.2,64.0,2000.0,0.042,28.0,16.0,78
20,,no,4.4,40.0,2000.0,0.048,35.0,19.0,188
10,19.8,no,2.8,71.0,679.0,0.048,60.0,36.0,74
2,17.1,no,0.8,53.0,956.0,0.026000000000000002,108.0,65.0,28
17,28.1,no,2.0,19.0,1665.0,0.08800000000000001,65.0,35.0,248
20,20.7,no,3.1,37.0,2000.0,0.035,31.0,16.0,219
20,18.5,yes,2.6,,296.0,0.019,40.0,29.0,38
6,14.0,no,0.4,,533.0,0.069,82.0,50.0,9
2,19.4,no,1.1,59.0,2000.0,0.018000000000000002,29.0,22.0,45
12,,no,3.9,24.0,1890.0,0.057999999999999996,48.0,22.0,105
8,,no,0.6,35.0,1953.0,0.038,47.0,27.0,155
19,20.7,no,4.3,19.0,2000.0,0.054000000000000006,51.0,13.0,165
6,,no,0.5,49.0,2000.0,0.051,29.0,18.0,37
23,,no,2.2,44.0,2000.0,0.042,27.0,20.0,152
16,11.6,no,3.2,80.0,628.0,0.028999999999999998,36.0,33.0,79
22,14.1,no,3.0,37.0,1722.0,0.057,57.0,31.0,144
13,,no,1.7,30.0,974.0,0.045,95.0,47.0,132
4,12.6,no,1.0,65.0,2000.0,0.040999999999999995,32.0,12.0,7
13,,no,2.7,26.0,836.0,0.055,77.0,40.0,189
7,,no,1.9,,2000.0,0.04,42.0,11.0,73
22,17.7,no,2.4,45.0,2000.0,0.032,39.0,21.0,190
8,,no,0.2,67.0,661.0,0.033,70.0,38.0,43
5,,no,2.5,,1014.0,0.042,205.0,18.0,6
0,17.9,no,0.7,87.0,582.0,0.004,32.0,25.0,30
10,,no,3.5,,1594.0,0.02,131.0,24.0,76
3,,no,3.9,98.0,150.0,0.040999999999999995,20.0,20.0,3
12,21.4,no,3.0,46.0,565.0,0.064,213.0,57.0,104
16,27.5,no,3.4,28.0,1984.0,0.062,22.0,14.0,284
17,25.8,no,3.2,27.0,1997.0,0.054000000000000006,28.0,16.0,316
17,18.2,no,4.6,28.0,925.0,0.07,72.0,59.0,132
17,,no,2.5,40.0,921.0,0.034,43.0,35.0,159
22,14.2,no,3.2,44.0,2000.0,0.043,23.0,18.0,84
10,21.1,no,1.1,,535.0,0.057,64.0,41.0,95
11,20.6,no,3.5,63.0,1420.0,0.05,37.0,24.0,103
23,17.8,no,2.2,52.0,2000.0,0.023,32.0,19.0,183
21,13.1,no,2.7,60.0,1582.0,0.025,76.0,28.0,121
19,21.7,no,3.8,19.0,2000.0,0.064,37.0,20.0,191
23,9.9,no,3.3,69.0,1974.0,0.037000000000000005,45.0,17.0,70
17,20.8,no,5.1,22.0,1996.0,0.077,42.0,22.0,292
11,19.9,no,1.1,51.0,750.0,0.027000000000000003,69.0,43.0,106
12,22.8,no,2.5,37.0,1961.0,0.036000000000000004,32.0,17.0,165
23,22.2,no,2.5,69.0,1629.0,0.013999999999999999,32.0,25.0,138
0,,no,1.4,32.0,2000.0,0.038,27.0,19.0,63
12,12.3,no,2.0,41.0,1332.0,0.025,43.0,39.0,149
18,,no,3.0,,1213.0,0.092,85.0,47.0,253
8,,no,0.9,,697.0,0.03,33.0,24.0,208
0,7.5,no,1.2,56.0,962.0,0.031,75.0,64.0,36
7,,no,0.2,80.0,1355.0,0.026000000000000002,31.0,22.0,23
6,,no,0.4,80.0,661.0,0.059000000000000004,48.0,30.0,46
4,10.1,no,0.0,,2000.0,0.036000000000000004,26.0,20.0,9
19,,no,2.4,65.0,938.0,0.057,57.0,37.0,215
17,22.8,no,3.2,58.0,1940.0,0.031,33.0,22.0,85
16,27.8,no,1.5,22.0,1644.0,0.083,71.0,35.0,219
22,19.4,no,2.4,,1757.0,0.028999999999999998,65.0,29.0,194
14,,no,2.6,51.0,1946.0,0.042,34.0,26.0,92
18,,no,4.7,25.0,1994.0,0.053,43.0,20.0,242
5,15.4,no,0.9,50.0,1979.0,0.027000000000000003,49.0,28.0,17
22,,no,0.3,,507.0,0.02,68.0,30.0,102
17,29.1,no,2.3,,1900.0,0.07,42.0,27.0,213
3,,no,0.7,44.0,2000.0,0.040999999999999995,20.0,17.0,35
16,27.5,no,2.9,38.0,1863.0,0.083,51.0,28.0,263
20,,no,3.3,55.0,1442.0,0.069,62.0,37.0,290
20,,no,2.9,57.0,1232.0,0.045,74.0,29.0,146
17,24.1,no,2.8,53.0,525.0,0.08199999999999999,88.0,51.0,158
17,,yes,1.4,68.0,2000.0,0.052000000000000005,40.0,37.0,134
19,16.9,no,4.4,49.0,1349.0,0.053,75.0,31.0,195
10,15.7,no,2.7,61.0,1203.0,0.035,42.0,26.0,79
20,,no,3.1,,732.0,0.1,102.0,60.0,249
10,16.6,no,0.9,53.0,1145.0,0.011000000000000001,128.0,30.0,63
19,23.7,no,4.1,29.0,2000.0,0.062,28.0,17.0,282
6,13.0,no,1.2,80.0,611.0,0.02,56.0,41.0,15
21,21.2,no,3.3,52.0,2000.0,0.032,30.0,21.0,249
17,19.6,no,4.2,36.0,1231.0,0.059000000000000004,77.0,29.0,205
3,10.8,no,3.8,45.0,2000.0,0.039,34.0,19.0,20
10,,no,2.1,,1086.0,0.026000000000000002,36.0,18.0,99
8,10.1,no,2.0,70.0,788.0,0.016,61.0,29.0,47
21,14.6,no,3.8,29.0,2000.0,0.044000000000000004,43.0,19.0,163
21,21.0,no,3.0,41.0,2000.0,0.046,33.0,22.0,232
3,,no,0.8,59.0,2000.0,0.026000000000000002,40.0,26.0,28
13,26.4,no,4.1,27.0,1943.0,0.061,44.0,23.0,92
9,17.0,no,1.8,60.0,1929.0,0.028999999999999998,28.0,16.0,87
11,15.6,no,2.7,49.0,1345.0,0.016,85.0,38.0,99
9,12.1,no,1.9,58.0,771.0,0.032,65.0,36.0,60
13,27.1,no,2.3,48.0,761.0,0.064,75.0,47.0,86
3,,no,1.3,82.0,602.0,0.049,62.0,33.0,25
0,18.3,no,2.6,,2000.0,0.033,49.0,32.0,107
12,,no,2.7,31.0,2000.0,0.05,26.0,17.0,142
11,,no,0.2,52.0,1114.0,0.01,124.0,31.0,65
19,16.7,yes,0.7,,577.0,0.037000000000000005,82.0,37.0,39
5,15.7,no,1.0,62.0,1704.0,0.019,42.0,28.0,22
6,11.1,no,2.0,92.0,202.0,0.011000000000000001,76.0,63.0,14
17,22.2,no,5.7,18.0,1948.0,0.06,88.0,21.0,158
21,13.6,no,2.9,,540.0,0.061,87.0,59.0,136
19,11.4,no,2.2,87.0,800.0,0.04,39.0,27.0,150
20,23.2,no,2.3,,1952.0,0.07,53.0,31.0,213
22,20.8,no,1.8,48.0,1781.0,0.027999999999999997,55.0,31.0,221
3,17.2,no,1.6,59.0,1277.0,0.052000000000000005,49.0,32.0,30
2,8.9,no,0.9,52.0,839.0,0.011000000000000001,80.0,71.0,10
