hour,temperature,precipitation,windspeed,humidity,visibility,ozone,pm10,pm2.5,count
9,21.3,no,1.2,45.0,1993.0,0.008,31.0,19.0,129
18,14.2,no,3.6,,1082.0,0.066,64.0,51.0,113
2,19.4,no,1.8,78.0,634.0,0.051,59.0,34.0,33
10,,no,2.8,35.0,2000.0,0.024,30.0,20.0,92
8,11.9,no,2.4,71.0,1339.0,0.038,86.0,20.0,34
19,12.7,no,3.5,34.0,1250.0,0.065,75.0,62.0,87
16,26.6,no,4.8,38.0,2000.0,0.063,30.0,23.0,300
17,27.2,no,4.4,45.0,1621.0,0.08199999999999999,55.0,32.0,304
19,18.9,no,5.0,40.0,2000.0,0.053,49.0,12.0,214
14,21.9,no,2.3,45.0,925.0,0.049,72.0,36.0,181
8,8.1,no,0.4,70.0,1378.0,0.006999999999999999,52.0,25.0,194
3,10.6,no,1.9,82.0,1638.0,0.024,33.0,27.0,18
18,22.9,no,5.5,29.0,2000.0,0.049,36.0,9.0,375
15,25.8,no,3.2,26.0,1986.0,0.059000000000000004,29.0,19.0,256
4,8.0,no,1.5,53.0,861.0,0.005,82.0,77.0,8
8,14.8,no,1.1,52.0,2000.0,0.015,37.0,22.0,224
6,16.1,no,0.2,75.0,1351.0,0.037000000000000005,27.0,23.0,34
17,26.6,no,4.0,39.0,1081.0,0.091,84.0,48.0,287
19,26.5,no,4.4,,1973.0,0.071,45.0,28.0,324
18,24.8,no,2.5,48.0,671.0,0.077,75.0,48.0,316
3,,no,2.1,58.0,1716.0,0.038,75.0,19.0,22
2,17.1,no,1.7,57.0,2000.0,0.02,46.0,29.0,70
12,,no,2.1,42.0,1909.0,0.013000000000000001,87.0,29.0,82
11,15.1,no,1.6,27.0,989.0,0.018000000000000002,73.0,62.0,56
5,18.6,no,2.3,61.0,1527.0,0.025,56.0,30.0,28
13,24.7,no,3.4,35.0,1492.0,0.063,54.0,32.0,104
20,19.2,no,2.6,48.0,1999.0,0.055999999999999994,54.0,31.0,162
20,21.6,no,3.7,36.0,1729.0,0.055,84.0,33.0,165
21,,no,3.7,37.0,1395.0,0.08199999999999999,71.0,36.0,216
19,,no,3.7,,892.0,0.051,46.0,30.0,136
2,18.0,no,2.1,,1659.0,0.023,40.0,29.0,20
23,20.7,no,1.7,66.0,464.0,0.028999999999999998,88.0,54.0,126
17,20.6,no,3.2,56.0,1539.0,0.049,52.0,26.0,183
7,15.1,no,0.5,67.0,1008.0,0.027000000000000003,48.0,30.0,76
15,26.8,no,3.4,30.0,1980.0,0.065,27.0,18.0,246
21,17.3,no,3.2,63.0,2000.0,0.027000000000000003,36.0,17.0,230
12,17.4,no,2.8,74.0,1167.0,0.035,36.0,25.0,61
13,25.6,no,3.8,32.0,1965.0,0.06,32.0,19.0,167
19,25.1,no,4.7,55.0,1222.0,0.083,60.0,38.0,293
19,17.3,no,2.6,40.0,2000.0,0.049,19.0,15.0,137
3,,no,2.2,,1636.0,0.032,30.0,24.0,27
10,20.9,no,2.1,,1944.0,0.031,28.0,19.0,84
16,24.2,no,3.4,33.0,1633.0,0.075,77.0,42.0,296
4,10.2,no,1.3,63.0,1378.0,0.033,58.0,29.0,11
9,18.8,no,0.5,49.0,1132.0,0.027000000000000003,39.0,23.0,75
20,,no,4.1,31.0,2000.0,0.043,40.0,13.0,191
20,25.0,no,3.2,50.0,2000.0,0.040999999999999995,35.0,25.0,239
12,,no,2.0,,1788.0,0.027000000000000003,26.0,18.0,138
5,11.9,no,2.1,90.0,228.0,0.005,72.0,60.0,10
23,14.3,no,2.6,,2000.0,0.044000000000000004,44.0,15.0,102
22,19.6,no,2.8,42.0,2000.0,0.055999999999999994,41.0,26.0,245
8,,no,2.1,58.0,801.0,0.004,81.0,67.0,181
11,14.9,no,2.5,33.0,1928.0,0.023,38.0,20.0,85
20,22.4,no,3.5,32.0,2000.0,0.051,33.0,18.0,274
13,,no,2.2,48.0,1926.0,0.036000000000000004,26.0,18.0,121
8,,no,3.1,46.0,1341.0,0.005,64.0,44.0,169
2,14.1,no,0.3,75.0,990.0,0.032,47.0,24.0,31
21,22.2,no,1.8,63.0,649.0,0.057999999999999996,86.0,49.0,233
15,,no,4.6,34.0,1954.0,0.051,22.0,21.0,104
2,11.4,yes,0.9,89.0,289.0,0.017,67.0,57.0,5
4,16.4,no,2.8,,1388.0,0.004,81.0,52.0,9
8,,no,0.5,52.0,2000.0,0.023,35.0,16.0,189
5,5.0,no,0.3,59.0,1022.0,0.04,70.0,64.0,12
19,25.9,no,3.1,41.0,2000.0,0.053,29.0,21.0,310
8,,no,2.0,45.0,1881.0,0.024,45.0,24.0,212
21,14.7,no,1.6,31.0,1175.0,0.052000000000000005,77.0,68.0,138
5,9.5,no,0.7,76.0,840.0,0.034,49.0,25.0,6
0,11.7,no,1.3,,733.0,0.031,68.0,29.0,79
3,18.6,no,1.3,79.0,748.0,0.062,47.0,30.0,30
19,24.6,no,1.6,49.0,740.0,0.07,80.0,46.0,193
19,24.3,no,3.9,30.0,2000.0,0.057999999999999996,28.0,17.0,226
14,13.2,yes,4.7,81.0,604.0,0.053,52.0,19.0,27
18,18.8,no,2.5,52.0,773.0,0.054000000000000006,75.0,45.0,279
23,11.2,no,1.6,,1908.0,0.028999999999999998,97.0,22.0,73
12,18.0,no,5.0,18.0,1268.0,0.037000000000000005,163.0,16.0,77
4,,no,0.0,,746.0,0.025,64.0,43.0,13
7,18.5,no,1.2,77.0,629.0,0.055,48.0,32.0,117
9,12.4,no,2.0,35.0,1927.0,0.024,43.0,20.0,125
12,16.9,no,1.2,29.0,826.0,0.019,83.0,69.0,96
13,23.6,no,3.4,36.0,1970.0,0.042,33.0,21.0,221
15,,no,3.2,33.0,1890.0,0.05,69.0,23.0,125
16,20.5,no,4.6,34.0,1962.0,0.053,61.0,14.0,337
6,9.8,no,0.1,84.0,874.0,0.009000000000000001,35.0,27.0,32
12,15.3,no,3.5,27.0,1900.0,0.040999999999999995,67.0,21.0,129
7,,no,1.1,54.0,1326.0,0.025,117.0,30.0,24
13,23.2,no,3.7,45.0,527.0,0.069,225.0,61.0,91
0,15.8,no,3.0,76.0,389.0,0.065,93.0,55.0,90
18,17.9,no,4.5,,2000.0,0.054000000000000006,55.0,17.0,272
9,6.6,no,1.7,71.0,1871.0,0.015,16.0,16.0,52
4,16.9,no,2.0,71.0,1636.0,0.037000000000000005,29.0,22.0,8
2,,no,1.1,82.0,293.0,0.061,100.0,57.0,16
16,26.3,no,3.9,31.0,1821.0,0.069,55.0,31.0,188
23,9.5,no,2.9,37.0,2000.0,0.036000000000000004,56.0,15.0,58
11,16.7,no,3.9,39.0,1563.0,0.031,45.0,25.0,95
5,11.8,no,0.8,51.0,1694.0,0.055,102.0,30.0,26
7,14.8,no,1.3,55.0,1305.0,0.017,65.0,42.0,65
10,,no,2.5,50.0,2000.0,0.018000000000000002,42.0,25.0,76
5,11.7,no,2.5,85.0,776.0,0.044000000000000004,58.0,19.0,11
2,11.0,no,2.8,42.0,2000.0,0.037000000000000005,32.0,18.0,33
18,26.4,no,4.4,50.0,1381.0,0.083,54.0,33.0,305
23,14.1,no,3.1,68.0,475.0,0.032,86.0,52.0,88
4,9.4,no,1.4,82.0,528.0,0.013000000000000001,80.0,39.0,9
0,11.7,no,3.5,80.0,895.0,0.044000000000000004,58.0,31.0,34
14,21.1,no,3.5,22.0,1855.0,0.068,46.0,22.0,127
14,17.2,no,3.5,28.0,1970.0,0.048,64.0,18.0,131
22,,no,3.5,,2000.0,0.03,47.0,36.0,58
13,20.1,no,1.4,48.0,916.0,0.042,73.0,40.0,159
3,16.5,no,1.1,43.0,1068.0,0.01,162.0,39.0,32
13,20.5,no,2.8,22.0,1959.0,0.064,51.0,26.0,214
22,,no,2.7,58.0,2000.0,0.038,35.0,28.0,214
11,,no,3.5,20.0,2000.0,0.036000000000000004,31.0,21.0,76
14,14.4,yes,3.5,79.0,1395.0,0.039,41.0,28.0,1
18,18.3,no,4.3,43.0,1304.0,0.055999999999999994,76.0,30.0,299
22,14.7,no,2.3,68.0,452.0,0.047,78.0,50.0,118
10,,no,1.9,37.0,1688.0,0.018000000000000002,48.0,25.0,72
7,,yes,0.9,94.0,108.0,0.019,58.0,29.0,37
23,,no,2.9,55.0,2000.0,0.033,47.0,21.0,85
2,11.4,no,2.1,40.0,1766.0,0.033,103.0,24.0,23
13,23.0,no,3.4,36.0,2000.0,0.044000000000000004,49.0,26.0,97
14,19.2,no,5.6,16.0,1424.0,0.045,153.0,17.0,106
0,,no,1.8,45.0,2000.0,0.016,33.0,22.0,95
6,,no,0.9,51.0,1308.0,0.032,62.0,37.0,34
20,,no,2.4,55.0,848.0,0.049,81.0,50.0,142
23,,no,3.1,78.0,1323.0,0.043,26.0,22.0,102
0,12.4,no,2.6,55.0,965.0,0.059000000000000004,81.0,54.0,51
0,18.6,no,0.3,58.0,554.0,0.053,110.0,63.0,104
21,15.8,no,1.1,87.0,620.0,0.026000000000000002,54.0,27.0,75
9,,no,2.2,,2000.0,0.019,43.0,10.0,105
8,15.8,no,1.4,57.0,1077.0,0.031,47.0,29.0,202
18,,no,3.3,83.0,1108.0,0.027000000000000003,31.0,29.0,177
6,18.3,no,2.3,64.0,1403.0,0.026000000000000002,55.0,32.0,18
16,19.7,no,5.4,38.0,1589.0,0.063,58.0,35.0,140
23,,no,2.3,72.0,869.0,0.034,72.0,34.0,80
18,11.2,no,3.3,90.0,404.0,0.033,33.0,28.0,206
6,,no,1.1,42.0,1825.0,0.059000000000000004,60.0,38.0,20
16,23.5,no,4.1,20.0,1947.0,0.067,48.0,25.0,332
22,15.7,no,3.3,58.0,2000.0,0.024,37.0,18.0,172
12,17.6,no,1.7,,1712.0,0.034,72.0,28.0,140
20,23.1,no,3.0,50.0,2000.0,0.04,36.0,26.0,244
23,14.0,no,1.6,33.0,881.0,0.059000000000000004,86.0,77.0,91
21,12.7,no,3.5,37.0,2000.0,0.033,62.0,19.0,152
23,13.1,no,2.1,31.0,2000.0,0.036000000000000004,31.0,13.0,98
3,,no,0.2,72.0,839.0,0.036000000000000004,60.0,40.0,27
15,15.9,no,4.3,15.0,2000.0,0.048,55.0,11.0,105
9,10.9,no,1.9,50.0,1844.0,0.012,84.0,24.0,98
22,11.7,no,1.6,41.0,910.0,0.037000000000000005,79.0,68.0,114
9,15.3,no,1.5,43.0,1084.0,0.032,110.0,29.0,95
2,13.6,no,2.2,70.0,491.0,0.039,69.0,39.0,21
21,13.3,no,3.1,48.0,1880.0,0.052000000000000005,54.0,26.0,162
19,28.7,no,3.3,8.0,2000.0,0.052000000000000005,22.0,10.0,317
2,,no,1.8,78.0,574.0,0.004,61.0,50.0,29
21,13.0,no,2.7,76.0,528.0,0.015,60.0,50.0,135
10,,no,2.1,47.0,764.0,0.054000000000000006,166.0,41.0,71
16,23.9,no,6.0,22.0,2000.0,0.057999999999999996,40.0,14.0,137
16,19.3,no,2.7,76.0,538.0,0.045,62.0,41.0,109
20,15.4,no,5.3,46.0,1536.0,0.057999999999999996,99.0,23.0,81
2,12.3,no,1.2,54.0,1814.0,0.036000000000000004,78.0,20.0,24
13,19.3,no,3.2,52.0,929.0,0.011000000000000001,126.0,37.0,148
7,13.4,no,1.3,80.0,912.0,0.027999999999999997,36.0,15.0,98
4,9.9,no,2.6,49.0,2000.0,0.04,32.0,16.0,14
15,18.6,no,2.8,54.0,619.0,0.038,54.0,43.0,238
23,20.5,no,1.6,54.0,1808.0,0.027999999999999997,56.0,31.0,137
20,20.1,no,2.5,52.0,2000.0,0.038,37.0,22.0,215
23,16.6,no,2.1,71.0,465.0,0.066,92.0,53.0,112
11,13.7,no,3.8,36.0,1789.0,0.034,100.0,24.0,73
21,14.7,no,3.1,37.0,1984.0,0.054000000000000006,53.0,25.0,161
23,,no,2.7,73.0,868.0,0.069,55.0,37.0,124
6,10.9,no,3.6,39.0,2000.0,0.045,31.0,25.0,25
4,18.5,no,0.2,55.0,2000.0,0.013999999999999999,30.0,21.0,17
18,27.5,no,3.8,47.0,1507.0,0.083,64.0,40.0,398
15,,no,4.0,39.0,2000.0,0.055,22.0,17.0,281
13,16.3,no,1.8,,1975.0,0.034,56.0,25.0,71
3,12.1,no,3.2,85.0,679.0,0.043,54.0,21.0,17
15,,no,5.2,34.0,1968.0,0.079,48.0,23.0,275
0,,no,3.4,76.0,749.0,0.065,48.0,31.0,100
9,15.0,no,2.9,59.0,1921.0,0.018000000000000002,58.0,17.0,113
6,14.7,yes,0.1,93.0,153.0,0.02,59.0,31.0,3
4,16.1,no,0.6,60.0,2000.0,0.027999999999999997,39.0,28.0,27
10,21.0,no,0.3,57.0,1463.0,0.01,41.0,27.0,99
22,15.0,no,2.5,56.0,2000.0,0.048,44.0,16.0,121
14,27.1,no,2.2,29.0,856.0,0.055,88.0,42.0,113
5,9.1,no,1.2,83.0,495.0,0.013999999999999999,81.0,39.0,8
11,18.3,no,2.7,33.0,2000.0,0.028999999999999998,25.0,13.0,133
13,,no,7.5,43.0,2000.0,0.053,55.0,17.0,3
23,13.1,no,3.0,84.0,990.0,0.036000000000000004,39.0,19.0,87
0,12.8,no,1.8,79.0,733.0,0.008,46.0,38.0,75
13,,no,3.7,60.0,1328.0,0.043,36.0,25.0,12
22,12.5,no,4.0,76.0,525.0,0.013000000000000001,67.0,54.0,60
9,18.3,no,0.7,49.0,1926.0,0.022000000000000002,44.0,24.0,64
12,,yes,2.0,51.0,1997.0,0.006999999999999999,73.0,40.0,2
0,19.5,no,2.4,,2000.0,0.003,34.0,22.0,98
10,19.8,no,2.1,48.0,488.0,0.032,130.0,73.0,106
20,12.9,no,4.0,70.0,1355.0,0.053,54.0,27.0,85
20,22.7,no,4.7,,1444.0,0.086,74.0,37.0,226
20,16.9,no,3.5,,754.0,0.03,68.0,53.0,124
19,,no,6.2,41.0,1467.0,0.055999999999999994,108.0,20.0,111
13,19.4,no,2.5,16.0,2000.0,0.045,27.0,14.0,122
6,11.1,no,1.5,83.0,430.0,0.047,70.0,41.0,15
20,15.0,no,4.4,35.0,2000.0,0.052000000000000005,49.0,18.0,170
15,21.3,no,3.8,,875.0,0.077,92.0,83.0,111
14,11.2,no,2.7,80.0,1013.0,0.03,25.0,25.0,75
5,8.2,no,0.4,,1758.0,0.034,46.0,19.0,10
7,15.3,no,2.6,69.0,291.0,0.013999999999999999,124.0,79.0,82
7,12.9,no,2.7,42.0,2000.0,0.035,19.0,10.0,103
2,9.2,no,0.4,62.0,1882.0,0.04,49.0,18.0,24
7,5.6,no,0.4,79.0,1992.0,0.006999999999999999,19.0,18.0,20
10,12.8,no,1.8,81.0,325.0,0.015,74.0,67.0,55
20,,no,3.8,,1246.0,0.064,72.0,60.0,87
10,20.8,no,1.8,45.0,1988.0,0.03,53.0,21.0,94
15,,no,3.4,30.0,1682.0,0.057,64.0,32.0,205
6,9.4,no,2.5,85.0,370.0,0.022000000000000002,56.0,49.0,11
21,15.2,no,1.3,68.0,747.0,0.017,60.0,50.0,144
23,,no,3.7,52.0,812.0,0.057999999999999996,108.0,64.0,143
15,23.3,no,2.7,37.0,963.0,0.069,79.0,47.0,269
9,19.6,no,1.4,54.0,1343.0,0.017,49.0,29.0,79
2,9.7,no,2.6,86.0,448.0,0.005,51.0,51.0,20
17,11.5,yes,3.0,91.0,555.0,0.036000000000000004,29.0,21.0,64
5,15.7,no,1.2,63.0,688.0,0.026000000000000002,118.0,74.0,7
23,12.1,no,3.5,76.0,450.0,0.006999999999999999,74.0,57.0,11
8,8.7,no,1.7,50.0,2000.0,0.006,36.0,19.0,201
5,12.2,no,3.0,76.0,407.0,0.033,67.0,40.0,11
7,16.1,no,1.3,64.0,1522.0,0.025,38.0,26.0,26
7,9.1,no,1.8,87.0,266.0,0.011000000000000001,61.0,51.0,21
20,,no,2.7,81.0,979.0,0.04,37.0,21.0,109
17,20.8,no,3.2,22.0,1135.0,0.068,74.0,57.0,118
14,,no,1.2,37.0,1397.0,0.038,45.0,29.0,132
14,18.5,no,3.5,,1636.0,0.040999999999999995,68.0,25.0,121
20,13.5,no,3.3,,538.0,0.021,64.0,53.0,106
4,,no,1.2,80.0,724.0,0.061,43.0,27.0,13
11,12.0,no,2.1,76.0,342.0,0.017,66.0,60.0,87
5,17.4,no,0.9,91.0,390.0,0.02,30.0,24.0,17
20,14.2,no,3.6,33.0,2000.0,0.035,42.0,20.0,138
8,10.7,no,1.3,,731.0,0.012,46.0,36.0,180
9,13.8,no,1.9,64.0,1344.0,0.039,93.0,19.0,39
23,15.4,no,2.8,71.0,1926.0,0.024,33.0,16.0,124
13,13.5,no,3.2,32.0,1758.0,0.042,41.0,37.0,172
14,25.6,no,3.9,41.0,1598.0,0.061,40.0,27.0,226
18,16.9,no,2.4,64.0,570.0,0.05,73.0,57.0,171
9,18.0,no,1.8,,1961.0,0.03,31.0,20.0,79
17,20.3,no,5.5,35.0,2000.0,0.053,60.0,16.0,276
5,16.6,no,1.6,73.0,1228.0,0.017,39.0,27.0,20
7,12.4,no,2.3,67.0,2000.0,0.023,43.0,15.0,104
4,,no,1.7,80.0,459.0,0.04,70.0,41.0,13
22,19.9,no,2.8,,2000.0,0.039,29.0,22.0,196
22,,no,2.1,57.0,2000.0,0.013000000000000001,32.0,19.0,219
0,,no,2.5,,2000.0,0.036000000000000004,66.0,19.0,46
15,13.4,yes,3.7,62.0,969.0,0.043,43.0,35.0,2
11,14.5,no,2.2,61.0,772.0,0.016,43.0,41.0,71
0,10.0,no,0.5,50.0,830.0,0.026000000000000002,82.0,70.0,46
2,18.6,no,1.0,75.0,274.0,0.018000000000000002,115.0,73.0,36
23,16.3,no,1.8,60.0,1703.0,0.042,54.0,31.0,119
3,10.9,no,1.4,74.0,730.0,0.028999999999999998,71.0,33.0,29
13,25.5,no,3.7,32.0,1841.0,0.057,37.0,22.0,143
22,20.9,no,4.3,70.0,839.0,0.073,61.0,38.0,139
17,,no,2.9,40.0,1354.0,0.09300000000000001,66.0,43.0,176
16,19.8,no,4.2,48.0,892.0,0.071,63.0,37.0,140
2,14.1,no,4.5,,2000.0,0.037000000000000005,21.0,12.0,40
15,20.9,no,4.2,,1598.0,0.055999999999999994,65.0,29.0,143
16,22.8,no,1.1,37.0,1296.0,0.039,36.0,30.0,150
2,,no,2.0,68.0,1923.0,0.033,55.0,18.0,21
21,18.8,no,2.2,34.0,2000.0,0.04,32.0,14.0,217
14,21.0,no,2.1,71.0,575.0,0.039,74.0,43.0,88
3,,no,1.4,38.0,2000.0,0.004,50.0,35.0,19
5,13.2,no,1.0,81.0,722.0,0.019,51.0,24.0,13
2,,no,2.1,,1609.0,0.055,48.0,31.0,53
4,,no,1.9,76.0,407.0,0.036000000000000004,68.0,42.0,15
7,,no,0.2,76.0,1677.0,0.01,49.0,22.0,77
8,,yes,3.5,99.0,106.0,0.028999999999999998,26.0,24.0,41
8,14.3,no,0.6,69.0,493.0,0.061,87.0,52.0,33
5,9.9,no,1.1,82.0,412.0,0.023,55.0,49.0,11
11,,no,2.1,31.0,1947.0,0.04,25.0,18.0,127
5,12.8,no,0.3,74.0,1333.0,0.006,36.0,20.0,14
4,8.0,no,0.5,66.0,1993.0,0.031,84.0,22.0,11
2,15.6,no,0.8,71.0,1908.0,0.03,33.0,19.0,44
9,11.2,no,1.8,44.0,1901.0,0.022000000000000002,30.0,18.0,121
11,22.7,no,4.7,41.0,1781.0,0.048,38.0,21.0,85
18,23.7,no,6.4,49.0,1967.0,0.048,38.0,20.0,304
23,8.1,no,2.7,54.0,946.0,0.04,75.0,64.0,57
0,13.8,no,3.2,,518.0,0.042,79.0,46.0,46
5,16.5,no,1.1,56.0,2000.0,0.033,36.0,24.0,16
15,22.2,no,4.9,56.0,1501.0,0.057999999999999996,46.0,24.0,11
14,20.4,no,3.6,12.0,2000.0,0.047,23.0,13.0,108
12,,no,2.4,36.0,1562.0,0.043,52.0,31.0,141
12,,no,3.6,47.0,1903.0,0.055999999999999994,34.0,21.0,147
3,12.2,no,2.9,41.0,2000.0,0.042,34.0,27.0,17
16,21.4,no,3.8,21.0,1022.0,0.076,74.0,67.0,110
16,14.8,no,3.8,29.0,2000.0,0.054000000000000006,31.0,27.0,172
10,16.6,no,3.1,53.0,1945.0,0.027000000000000003,76.0,14.0,89
7,14.7,no,2.1,54.0,2000.0,0.024,31.0,23.0,18
15,24.2,no,5.0,30.0,1937.0,0.067,48.0,25.0,140
4,13.5,no,1.3,,896.0,0.032,34.0,21.0,16
3,,no,0.5,,2000.0,0.019,29.0,22.0,34
17,,no,4.1,,2000.0,0.066,39.0,21.0,300
22,12.3,no,2.3,63.0,1249.0,0.033,69.0,26.0,122
19,22.3,no,1.1,36.0,2000.0,0.055999999999999994,54.0,28.0,213
18,16.8,no,3.6,,1730.0,0.05,71.0,25.0,273
20,,no,3.5,30.0,1815.0,0.055999999999999994,72.0,41.0,135
10,14.2,no,1.8,51.0,990.0,0.042,58.0,30.0,101
6,17.3,no,1.2,90.0,533.0,0.021,26.0,20.0,37
16,19.0,no,3.2,22.0,1285.0,0.067,71.0,59.0,125
5,9.2,no,1.8,53.0,2000.0,0.036000000000000004,31.0,18.0,8
13,18.6,no,6.0,,1980.0,0.046,58.0,16.0,188
23,,no,2.9,37.0,1325.0,0.063,63.0,35.0,102
17,,no,3.1,47.0,1973.0,0.046,38.0,17.0,170
20,,no,1.7,66.0,1142.0,0.053,54.0,33.0,171
15,18.8,no,3.8,41.0,1632.0,0.043,78.0,26.0,119
12,18.7,no,4.6,,1812.0,0.045,51.0,22.0,125
2,,no,2.3,68.0,1910.0,0.031,84.0,14.0,23
11,24.0,no,1.5,48.0,1303.0,0.017,45.0,28.0,92
9,17.6,no,0.9,47.0,1892.0,0.013000000000000001,36.0,22.0,121
20,14.5,no,2.9,54.0,1707.0,0.028999999999999998,79.0,25.0,150
14,,no,2.1,28.0,1731.0,0.045,59.0,34.0,149
13,19.1,no,5.2,18.0,1450.0,0.044000000000000004,165.0,17.0,87
18,24.8,no,3.6,33.0,1262.0,0.084,113.0,49.0,303
20,22.6,no,2.3,43.0,1963.0,0.034,54.0,29.0,218
9,15.1,no,4.2,63.0,1849.0,0.027999999999999997,39.0,21.0,118
0,19.1,no,1.4,61.0,2000.0,0.016,28.0,17.0,94
16,27.5,no,5.0,24.0,1916.0,0.067,45.0,27.0,148
15,,no,4.1,53.0,1995.0,0.040999999999999995,39.0,13.0,125
7,10.1,no,0.8,84.0,757.0,0.019,40.0,33.0,100
16,18.4,yes,8.0,77.0,1006.0,0.06,61.0,27.0,46
12,,no,1.4,57.0,788.0,0.042,74.0,43.0,116
6,4.9,no,1.5,67.0,746.0,0.04,67.0,63.0,24
12,,no,3.5,17.0,1996.0,0.046,34.0,17.0,137
8,,no,1.5,66.0,1695.0,0.01,76.0,19.0,184
3,,no,2.7,59.0,1529.0,0.025,65.0,31.0,32
5,18.3,no,1.9,,2000.0,0.009000000000000001,30.0,21.0,22
5,15.3,no,1.8,52.0,1363.0,0.04,65.0,39.0,16
10,21.5,no,1.1,65.0,1302.0,0.02,27.0,18.0,87
6,13.9,no,0.7,79.0,1382.0,0.033,32.0,19.0,26
15,18.5,no,4.1,24.0,849.0,0.064,92.0,83.0,78
9,8.7,no,1.7,63.0,1483.0,0.012,67.0,34.0,92
9,11.3,no,1.4,90.0,230.0,0.018000000000000002,67.0,59.0,43
16,20.5,no,4.2,,2000.0,0.055,20.0,14.0,302
10,14.7,no,1.8,66.0,668.0,0.046,69.0,38.0,66
6,11.6,no,2.0,73.0,636.0,0.03,67.0,40.0,36
17,19.9,no,4.5,34.0,1822.0,0.059000000000000004,53.0,33.0,154
5,19.0,no,1.7,65.0,517.0,0.035,94.0,55.0,14
10,11.7,no,1.0,34.0,914.0,0.009000000000000001,90.0,70.0,65
10,14.4,no,3.1,32.0,1767.0,0.028999999999999998,42.0,22.0,79
4,13.8,no,0.2,86.0,230.0,0.057,103.0,58.0,11
10,20.4,no,1.7,39.0,1631.0,0.023,39.0,22.0,101
14,,no,5.7,40.0,1971.0,0.05,61.0,16.0,268
6,16.2,no,2.0,61.0,1721.0,0.028999999999999998,35.0,26.0,19
12,18.3,no,5.3,37.0,1992.0,0.045,48.0,11.0,125
22,14.3,no,1.7,72.0,820.0,0.006,60.0,45.0,108
4,,no,2.4,40.0,2000.0,0.042,33.0,25.0,5
22,21.9,no,3.1,65.0,1070.0,0.059000000000000004,64.0,37.0,216
3,,no,1.1,54.0,848.0,0.006999999999999999,81.0,73.0,8
13,21.2,no,4.2,26.0,1542.0,0.055999999999999994,129.0,27.0,108
2,11.3,no,1.6,71.0,791.0,0.027000000000000003,74.0,34.0,66
17,25.7,no,3.5,35.0,1951.0,0.069,51.0,27.0,200
12,,no,1.8,29.0,869.0,0.032,73.0,33.0,129
0,20.6,no,2.0,71.0,827.0,0.047,60.0,35.0,80
